0.023209	36	0.203175	
0.023209	94.225403	0.063367	-1.703659
0.029014	94.075157	0.075197	1.735106
0.034819	93.194305	0.082828	-1.106926
0.040624	91.963173	0.087333	2.282651
0.046429	91.817741	0.091060	-0.712738
0.052234	90.199707	0.091994	2.575928
0.058039	90.710472	0.094966	-0.412014
0.063844	89.951141	0.095881	2.831881
0.069649	88.852966	0.096082	-0.152710
0.075454	87.399849	0.096220	3.047305
0.081259	87.765274	0.097173	-0.027480
0.087063	88.304375	0.098384	-3.033841
0.092868	88.714943	0.099659	0.076133
0.098673	87.114815	0.099853	-2.944570
0.104478	86.644592	0.099841	0.295000
0.110283	87.487152	0.098994	-2.858178
0.116088	86.172272	0.097031	0.466503
0.121893	85.870636	0.094847	-2.774173
0.127698	85.518936	0.092130	0.446026
0.133503	84.543114	0.089022	-2.493495
0.139308	84.871033	0.085559	0.379801
0.145113	84.994736	0.082251	-2.579400
0.150918	84.817177	0.078846	0.744835
0.156723	84.625183	0.075565	-2.656729
0.162528	85.039749	0.072571	0.688085
0.168333	86.981339	0.070004	-2.388653
0.174138	84.917488	0.067925	0.608358
0.179943	86.921898	0.065919	-2.413447
0.185748	87.875610	0.064068	0.688450
0.191553	85.810150	0.061988	-2.374439
0.197358	85.923866	0.060229	0.683830
0.203163	84.545883	0.058370	-2.349370
0.208968	82.668839	0.057205	1.002875
0.214773	83.763847	0.054882	-2.567889
0.220578	83.266708	0.053118	0.959170
0.226383	84.161850	0.051296	-1.770381


0.034819	27	0.150930	
0.034819	365.956757	0.010587	1.010167
0.040624	360.396332	0.012568	1.529604
0.046429	363.060181	0.012597	1.957815
0.052234	365.039551	0.012077	2.930793
0.058039	364.324188	0.011466	-2.737017
0.063844	364.389496	0.010429	-2.342819
0.069649	369.598999	0.010696	-1.511146
0.075454	370.740967	0.010963	-0.563641
0.081259	366.241669	0.012912	0.125817
0.087063	364.304047	0.015598	0.630904
0.092868	365.783722	0.017935	1.687876
0.098673	365.350433	0.019581	2.229029
0.104478	367.932343	0.020304	2.858667
0.110283	367.858337	0.020605	-2.243563
0.116088	365.798767	0.021328	-1.738041
0.121893	362.959534	0.022613	-1.085263
0.127698	361.240906	0.023977	-0.325649
0.133503	361.451324	0.024715	0.204328
0.139308	361.696350	0.024783	0.621723
0.145113	359.103119	0.024648	1.562593
0.150918	360.357483	0.022212	1.778276
0.156723	357.599579	0.022507	2.487747
0.162528	358.703430	0.020702	-3.059160
0.168333	357.032501	0.019282	-2.672311
0.174138	355.570648	0.017199	-2.151377
0.179943	356.045715	0.014567	-2.004509
0.185748	354.934418	0.012309	-1.081400


0.075454	3	0.011610	
0.075454	206.748337	0.015874	-0.670941
0.081259	207.804337	0.015863	0.267128
0.087063	210.646484	0.014948	2.073914


0.133503	14	0.075465	
0.133503	205.488464	0.033343	-1.210458
0.139308	206.180511	0.032128	-0.472390
0.145113	206.839630	0.029627	1.421048
0.150918	183.376068	0.029538	2.186900
0.156723	182.051529	0.029448	2.500694
0.162528	202.865997	0.029358	-3.113261
0.168333	203.774750	0.031593	-0.506288
0.174138	202.323227	0.037425	0.138506
0.179943	205.249847	0.040715	1.013752
0.185748	206.167831	0.044970	2.483720
0.191553	205.591293	0.044577	-2.405022
0.197358	204.074936	0.043979	-1.448039
0.203163	204.597336	0.043613	-0.639650
0.208968	201.878876	0.039514	1.487003


0.237993	3	0.011610	
0.237993	202.534470	0.047689	-0.545549
0.243798	205.857819	0.048383	0.922516
0.249603	207.781677	0.050244	2.347293


0.267018	152	0.876553	
0.267018	252.073868	0.030765	-1.216546
0.272823	249.056946	0.032333	0.980389
0.278628	253.247742	0.031740	-2.817439
0.284433	249.777054	0.035745	1.166023
0.290238	232.712372	0.035859	-2.725906
0.296043	256.666199	0.035972	-0.209014
0.301848	256.487427	0.038547	-1.974403
0.307653	253.749817	0.043068	0.339066
0.313458	259.125824	0.041796	3.088037
0.319263	263.778717	0.037049	0.924197
0.325068	256.782074	0.031309	3.069567
0.330873	254.429733	0.034142	-0.265714
0.336678	253.906860	0.041327	3.005622
0.342483	257.900909	0.048864	-0.517425
0.348288	259.248383	0.056678	2.566565
0.354093	259.522278	0.063218	-0.354348
0.359898	257.582062	0.070103	-3.116022
0.365703	253.181641	0.077485	-0.439760
0.371508	253.795227	0.078123	2.493520
0.377313	249.961792	0.093098	-0.759416
0.383118	254.599731	0.092559	2.134781
0.388923	252.607788	0.116760	-1.216049
0.394728	254.113159	0.138931	1.633873
0.400533	254.463196	0.154932	-1.691206
0.406338	256.226685	0.157473	1.510206
0.412143	253.296722	0.155008	-1.738844
0.417948	248.514374	0.187877	0.772123
0.423753	250.259308	0.165887	-2.367885
0.429558	250.080627	0.178610	0.492307
0.435363	254.042099	0.185836	2.857811
0.441168	254.407379	0.202385	0.005442
0.446973	255.419495	0.203322	-3.094069
0.452778	251.846405	0.197254	-0.163543
0.458583	249.517090	0.195321	2.374676
0.464388	250.923370	0.164085	-0.677277
0.470193	250.261597	0.166922	2.305029
0.475998	251.188187	0.176595	-1.912172
0.481803	254.506195	0.181263	1.663978
0.487608	254.234009	0.172039	-1.508699
0.493413	254.396301	0.152185	0.632195
0.499218	253.732895	0.134165	-2.041051
0.505023	253.029572	0.111339	1.244622
0.510828	249.407928	0.113704	2.703933
0.516633	252.079865	0.104009	-0.061666
0.522438	254.166290	0.107876	-2.905631
0.528243	258.558197	0.100880	0.207369
0.534048	254.864700	0.097884	3.024881
0.539853	261.726410	0.089830	0.070600
0.545658	263.508575	0.070076	-2.915653
0.551463	257.314697	0.048883	-1.580045
0.557268	263.750458	0.049857	2.395140
0.563073	260.619751	0.057112	-0.506691
0.568878	254.752472	0.066729	2.814751
0.574683	261.242004	0.078734	-1.187301
0.580488	263.133545	0.088649	2.145936
0.586293	256.965607	0.086150	-0.734917
0.592098	253.762909	0.083545	1.968370
0.597902	250.796570	0.082486	-1.356252
0.603707	252.267273	0.080470	1.828997
0.609512	251.770447	0.088947	-2.243176
0.615317	252.078384	0.104453	0.926906
0.621122	255.291107	0.117913	-2.046020
0.626927	250.647430	0.132424	1.316004
0.632732	252.733658	0.122241	-2.557825
