0.000011	  0.000000	  0.823077	  0.000000	  0.013906	
0.005816	103.459213	  0.818208	  0.417558	  0.034710	
0.011621	101.132011	  0.809415	  0.685019	  0.095436	
0.017426	101.132011	  0.809415	  0.809985	  0.095436	
0.023231	101.603737	  0.813961	  0.840573	  0.123609	
0.029036	101.603737	  0.813961	  0.871742	  0.123609	
0.034841	 92.509773	  0.786935	  0.907957	  0.162449	
0.040646	 92.509773	  0.786935	  0.939157	  0.162449	
0.046451	 92.899040	  0.799497	  0.974633	  0.178640	
0.052256	 94.084084	  0.810574	  0.938365	  0.184290	
0.058061	 96.105568	  0.798066	  0.934994	  0.189090	
0.063866	 96.105568	  0.798066	  0.838430	  0.189090	
0.069671	  0.000000	  0.786168	  0.000000	  0.202117	
0.075476	  0.000000	  0.786168	  0.000000	  0.202117	
0.081281	  0.000000	  0.786168	  0.000000	  0.202117	
0.087086	  0.000000	  0.796017	  0.000000	  0.206239	
0.092891	  0.000000	  0.796017	  0.000000	  0.206239	
0.098696	  0.000000	  0.805982	  0.000000	  0.216208	
0.104501	 73.960815	  0.805982	  0.460209	  0.216208	
0.110306	 73.472412	  0.810272	  0.489697	  0.214415	
0.116111	 73.153320	  0.809122	  0.455474	  0.215614	
0.121916	 73.120415	  0.802732	  0.577352	  0.214604	
0.127721	 73.047279	  0.831681	  0.435272	  0.214977	
0.133526	  0.000000	  0.821902	  0.000000	  0.204414	
0.139331	  0.000000	  0.821902	  0.000000	  0.204414	
0.145136	 72.834106	  0.802302	  0.289411	  0.198796	
0.150941	  0.000000	  0.799562	  0.000000	  0.171295	
0.156746	  0.000000	  0.799562	  0.000000	  0.171295	
0.162551	 73.399651	  0.800925	  0.301530	  0.172335	
0.168356	  0.000000	  0.800925	  0.000000	  0.172335	
0.174161	  0.000000	  0.801089	  0.000000	  0.165940	
0.179966	  0.000000	  0.803718	  0.000000	  0.162606	
0.185771	  0.000000	  0.803718	  0.000000	  0.162606	
0.191576	  0.000000	  0.831713	  0.000000	  0.152118	
0.197381	 98.884727	  0.831713	  0.248734	  0.152118	
0.203186	 98.706520	  0.806813	  0.521223	  0.144020	
0.208991	 84.682251	  0.810199	  0.381467	  0.139151	
0.214796	 84.226601	  0.821742	  0.243302	  0.140613	
0.220601	  0.000000	  0.810199	  0.000000	  0.139151	
0.226406	  0.000000	  0.805946	  0.000000	  0.140129	
0.232211	  0.000000	  0.805946	  0.000000	  0.140129	
0.238016	 84.146095	  0.819709	  0.301677	  0.157670	
0.243821	 84.146095	  0.819709	  0.502229	  0.157670	
0.249626	 84.146095	  0.819709	  0.239915	  0.157670	
