33793, 0.04987 0.500176 0.001889 0;
0, 0.046096 0.50385 0.106385 0;
10, 0.046096 0.50385 0.106385 0;
20, 0.046096 0.50385 0.106385 0;
30, 0.039063 0.50917 0.211011 0;
40, 0.037723 0.509844 0.241331 0;
91, 0.035834 0.512037 0.315076 0;
101, 0.035834 0.512037 0.315076 0;
111, 0.035834 0.512037 0.315076 0;
121, 0.035706 0.511747 0.41338 0;
195, 0.035523 0.510897 0.515058 0;
205, 0.035523 0.510897 0.515058 0;
215, 0.035549 0.511153 0.557461 0;
225, 0.035549 0.511153 0.557461 0;
235, 0.035454 0.51176 0.582861 0;
245, 0.035382 0.511742 0.58511 0;
255, 0.03527 0.510953 0.589462 0;
265, 0.035293 0.511167 0.597486 0;
275, 0.035419 0.511684 0.600597 0;
324, 0.035557 0.511285 0.582854 0;
367, 0.035423 0.511822 0.588337 0;
417, 0.035034 0.510911 0.596096 0;
473, 0.034994 0.511651 0.543223 0;
518, 0.034705 0.509882 0.513119 0;
567, 0.035028 0.511454 0.487914 0;
623, 0.034728 0.510117 0.466858 0;
667, 0.034726 0.509317 0.469409 0;
722, 0.034996 0.510435 0.462106 0;
775, 0.03481 0.510358 0.451563 0;
817, 0.034755 0.5104 0.451017 0;
872, 0.03504 0.510034 0.423786 0;
922, 0.034947 0.508022 0.435494 0;
968, 0.035208 0.509419 0.421371 0;
1043, 0.035899 0.512039 0.42093 0;
1053, 0.036072 0.512244 0.440157 0;
1063, 0.035919 0.512418 0.43042 0;
1073, 0.03582 0.511459 0.431173 0;
1083, 0.03582 0.511459 0.431173 0;
1125, 0.036068 0.511479 0.429979 0;
1176, 0.03601 0.510266 0.407212 0;
1234, 0.036392 0.512453 0.392682 0;
1308, 0.03718 0.513513 0.370062 0;
1373, 0.038255 0.514818 0.382354 0;
1383, 0.038255 0.514818 0.382354 0;
1393, 0.038226 0.514345 0.362356 0;
1403, 0.038226 0.514345 0.362356 0;
1451, 0.038705 0.514165 0.334499 0;
1506, 0.038919 0.514607 0.316167 0;
1551, 0.038808 0.514104 0.299904 0;
1604, 0.039261 0.515448 0.308967 0;
1657, 0.039724 0.517481 0.260062 0;
1700, 0.039884 0.514663 0.24435 0;
1756, 0.041087 0.514981 0.256452 0;
1800, 0.041422 0.515823 0.257308 0;
1855, 0.041517 0.518569 0.252329 0;
1901, 0.042417 0.517506 0.239555 0;
1951, 0.043557 0.519843 0.230248 0;
2001, 0.045313 0.518079 0.209854 0;
2011, 0.045313 0.518079 0.209854 0;
2021, 0.046769 0.517438 0.207474 0;
2031, 0.046679 0.518753 0.212085 0;
2084, 0.04754 0.518553 0.200831 0;
2134, 0.048029 0.515692 0.1877 0;
2144, 0.048029 0.515692 0.1877 0;
2154, 0.04843 0.516666 0.17864 0;
2164, 0.04843 0.516666 0.17864 0;
2217, 0.053066 0.504182 0.166963 0;
2272, 0.056653 0.494527 0.177457 0;
2322, 0.057193 0.496873 0.171553 0;
2375, 0.059071 0.494134 0.176735 0;
2418, 0.061427 0.490279 0.183102 0;
2472, 0.062601 0.493653 0.173143 0;
2517, 0.063938 0.49071 0.183239 0;
2567, 0.064776 0.492125 0.177538 0;
2622, 0.065688 0.493146 0.173904 0;
2674, 0.067058 0.491681 0.16278 0;
2741, 0.067874 0.495917 0.163368 0;
2808, 0.068257 0.498693 0.159196 0;
