116, 0.049896 0.500283 0.000914 0;
0, 0.083407 0.500223 0.000254 0;
10, 0.083407 0.500223 0.000254 0;
20, 0.090268 0.518889 0.009037 0;
30, 0.092893 0.526065 0.021169 0;
40, 0.095273 0.530507 0.025093 0;
50, 0.096616 0.53276 0.032924 0;
60, 0.037439 0.526058 0.084781 0;
110, 0.037019 0.525826 0.093533 0;
160, 0.096323 0.530522 0.189564 0;
197, 0.036954 0.529552 0.086675 0;
207, 0.036954 0.529552 0.086675 0;
217, 0.036975 0.525444 0.071432 0;
227, 0.036975 0.525444 0.071432 0;
237, 0.036975 0.525444 0.071432 0;
247, 0.037422 0.528611 0.07415 0;
257, 0.037026 0.528471 0.057663 0;
267, 0.037026 0.528471 0.057663 0;
328, 0.036966 0.527268 0.050568 0;
436, 0.037562 0.528731 0.065343 0;
477, 0.037135 0.527605 0.067494 0;
548, 0.038545 0.532076 0.049226 0;
600, 0.039059 0.532447 0.04333 0;
649, 0.039509 0.537588 0.040367 0;
693, 0.041833 0.53646 0.039995 0;
743, 0.044963 0.537793 0.032909 0;
798, 0.049461 0.530209 0.023453 0;
843, 0.054456 0.523813 0.022199 0;
897, 0.062957 0.506534 0.02475 0;
943, 0.064079 0.502763 0.041119 0;
998, 0.065707 0.505899 0.031366 0;
1049, 0.067808 0.498346 0.036878 0;
1094, 0.068028 0.503343 0.035567 0;
1145, 0.06763 0.501765 0.017253 0;
1186, 0.067372 0.508805 0.002159 0;
1227, 0.083407 0.500223 0.000254 0;
97, 0.097945 0.537121 0.100155 0;
140, 0.09718 0.532997 0.144104 0;
150, 0.09718 0.532997 0.144104 0;
170, 0.0956 0.529438 0.192032 0;
234, 0.091735 0.526795 0.223133 0;
305, 0.085384 0.526801 0.238918 0;
367, 0.082846 0.522156 0.25078 0;
422, 0.081831 0.52201 0.250334 0;
467, 0.081471 0.527627 0.249569 0;
524, 0.082078 0.529323 0.266902 0;
534, 0.082078 0.529323 0.266902 0;
544, 0.082282 0.531786 0.279534 0;
589, 0.082159 0.533936 0.298854 0;
632, 0.082573 0.53624 0.31948 0;
684, 0.082732 0.539753 0.326042 0;
724, 0.083018 0.541886 0.306369 0;
767, 0.08489 0.546102 0.297848 0;
821, 0.086351 0.546059 0.301446 0;
871, 0.087298 0.544662 0.304558 0;
921, 0.08882 0.545173 0.324079 0;
931, 0.089228 0.545473 0.329159 0;
941, 0.089372 0.545265 0.32157 0;
951, 0.089372 0.545265 0.32157 0;
961, 0.090058 0.544822 0.34425 0;
971, 0.090058 0.544822 0.34425 0;
1014, 0.091672 0.544726 0.36977 0;
1051, 0.093301 0.543516 0.345009 0;
1089, 0.095057 0.544254 0.340537 0;
1140, 0.097473 0.543616 0.346664 0;
1183, 0.100979 0.543864 0.366687 0;
1234, 0.103978 0.543888 0.366642 0;
1272, 0.106091 0.542934 0.379722 0;
1321, 0.10802 0.543732 0.388251 0;
1373, 0.110066 0.543032 0.388253 0;
1416, 0.112028 0.541635 0.386968 0;
1467, 0.114716 0.540395 0.395449 0;
1517, 0.119727 0.53492 0.411282 0;
1567, 0.123736 0.532164 0.438526 0;
1622, 0.12645 0.529288 0.452872 0;
1667, 0.128683 0.526084 0.458347 0;
1734, 0.131141 0.524525 0.487331 0;
1809, 0.133983 0.519622 0.521725 0;
1819, 0.134227 0.518843 0.538177 0;
1829, 0.134227 0.518843 0.538177 0;
1886, 0.134226 0.512995 0.561248 0;
1956, 0.135772 0.511814 0.599892 0;
2023, 0.13683 0.511851 0.636628 0;
2090, 0.137402 0.511058 0.66688 0;
2156, 0.138484 0.510663 0.705228 0;
2217, 0.138969 0.510073 0.736151 0;
2270, 0.13961 0.509938 0.736972 0;
2317, 0.140696 0.508452 0.773706 0;
2367, 0.141499 0.506334 0.796179 0;
2406, 0.142336 0.503836 0.783384 1;
2450, 0.143936 0.498535 0.773387 1;
2506, 0.145284 0.496052 0.77698 1;
2556, 0.146428 0.493125 0.75893 1;
2600, 0.147246 0.492489 0.756699 1;
2654, 0.148672 0.490846 0.768144 1;
2705, 0.149636 0.492342 0.778031 1;
2749, 0.150018 0.492873 0.806691 1;
2804, 0.149943 0.496225 0.883899 1;
2857, 0.149082 0.496978 0.967432 1;
2902, 0.148528 0.497027 0.977968 1;
2912, 0.148528 0.497027 0.977968 1;
2922, 0.147826 0.497762 0.951208 1;
2932, 0.147363 0.497878 0.942518 1;
2984, 0.145808 0.498826 0.891261 1;
3034, 0.143327 0.503382 0.837072 1;
3044, 0.143327 0.503382 0.837072 1;
3054, 0.141691 0.505069 0.777752 1;
3064, 0.141691 0.505069 0.777752 0;
3117, 0.139419 0.50697 0.668454 0;
3166, 0.13809 0.506893 0.604137 0;
3176, 0.13809 0.506893 0.604137 0;
3186, 0.13809 0.506893 0.604137 0;
3196, 0.136793 0.507249 0.562367 0;
3254, 0.135755 0.507537 0.514986 0;
